Part Number,Manufacturer,link to header file,Include file,Header 3,Example,Datasheet,Appli Note,Other link,Family,Comments,SubFamily,Date the line is added or modified,NickName,Name ,Micro Description,MicroDef,Hidden(Ride Internal Use),MicroRef,CoreName
STM32F756xE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,21/01/2015,,STM32F756xE,Cortex-M7 ARM-based 32-bit MCU with FPU;512K FLASH at address 0x8000000;320K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F756xE.sim,No,,Cortex-M4+FPU
STM32F746xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,21/01/2015,,STM32F746xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;320K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F746xG.sim,No,,Cortex-M4+FPU
STM32F746xE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,21/01/2015,,STM32F746xE,Cortex-M7 ARM-based 32-bit MCU with FPU;512K FLASH at address 0x8000000;320K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F746xE.sim,No,,Cortex-M4+FPU
STM32F745xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,10/06/2015,,STM32F745xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;320K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F745xG.sim,No,,Cortex-M4+FPU
STM32F745xE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,10/06/2015,,STM32F745xE,Cortex-M7 ARM-based 32-bit MCU with FPU;512K FLASH at address 0x8000000;320K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F745xE.sim,No,,Cortex-M4+FPU
STM32F765xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F765xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F765xG.sim,No,,Cortex-M4+FPU
STM32F765xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F765xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F765xI.sim,No,,Cortex-M4+FPU
STM32F767xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F767xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F767xG.sim,No,,Cortex-M4+FPU
STM32F767xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F767xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F767xI.sim,No,,Cortex-M4+FPU
STM32F768xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F768xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F768xI.sim,No,,Cortex-M4+FPU
STM32F769xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F769xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F769xG.sim,No,,Cortex-M4+FPU
STM32F769xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F769xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F769xI.sim,No,,Cortex-M4+FPU
STM32F777xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F777xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F777xI.sim,No,,Cortex-M4+FPU
STM32F778xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F778xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F778xI.sim,No,,Cortex-M4+FPU
STM32F779xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F7xx,08/12/2016,,STM32F779xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;512K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface -  DMA,\sim\ARM\STM32F779xI.sim,No,,Cortex-M4+FPU
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
STM32H743xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32H7xx,08/12/2016,,STM32H743xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;1M RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface HDMI -  DMA,\sim\ARM\STM32H743xI.sim,No,,Cortex-M4+FPU
STM32H743xG   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32H7xx,08/12/2016,,STM32H743xG,Cortex-M7 ARM-based 32-bit MCU with FPU;1M FLASH at address 0x8000000;1M RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface HDMI -  DMA,\sim\ARM\STM32H743xG.sim,No,,Cortex-M4+FPU
STM32H753xI   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32H7xx,08/12/2016,,STM32H753xI,Cortex-M7 ARM-based 32-bit MCU with FPU;2M FLASH at address 0x8000000;1M RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed and high_speed device/host/OTG controller - CAN -10/100 Ethernet MAC;SDIO - DAC - I2S - ADC;Camera interface HDMI -  DMA,\sim\ARM\STM32H753xI.sim,No,,Cortex-M4+FPU
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
STM32L011x2 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,26/04/2016,,STM32L011x2,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 8KB Flash 2KB SRAM 512B EEPROM; ADC - Timers - SPI - I2C - USART,\sim\ARM\STM32L011x2.sim,No,,Cortex-M0+
STM32L011x4 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,26/04/2016,,STM32L011x4,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 16KB Flash 2KB SRAM 512B EEPROM; ADC - Timers - SPI - I2C - USART,\sim\ARM\STM32L011x4.sim,No,,Cortex-M0+
STM32L021x4 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,26/04/2016,,STM32L021x4,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 16KB Flash 2KB SRAM 512B EEPROM; ADC - Timers - SPI - I2C - USART,\sim\ARM\STM32L021x4.sim,No,,Cortex-M0+
STM32L031x4 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,04/11/2015,,STM32L031x4,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 16KB Flash 8KB SRAM 1KB EEPROM; ADC - DAC - Timers - SPI - I2C - USART,\sim\ARM\STM32L031x4.sim,No,,Cortex-M0+
STM32L031x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,04/11/2015,,STM32L031x6,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 32KB Flash 8KB SRAM 1KB EEPROM; ADC - DAC - Timers - SPI - I2C - USART,\sim\ARM\STM32L031x6.sim,No,,Cortex-M0+
STM32L051x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,01/10/2014,,STM32L051x6,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 32KB Flash 8KB SRAM 2KB EEPROM; ADC DAC,\sim\ARM\STM32L051x6.sim,No,,Cortex-M0+
STM32L051x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,01/10/2014,,STM32L051x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 8KB SRAM 2KB EEPROM; ADC DAC,\sim\ARM\STM32L051x8.sim,No,,Cortex-M0+
STM32L052x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,07/05/2014,,STM32L052x6,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 32KB Flash 8KB SRAM 2KB EEPROM; ADC DAC,\sim\ARM\STM32L052x6.sim,No,,Cortex-M0+
STM32L052x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,07/05/2014,,STM32L052x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 8KB SRAM 2KB EEPROM; ADC DAC,\sim\ARM\STM32L052x8.sim,No,,Cortex-M0+
STM32L053x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,07/05/2014,,STM32L053x6,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 32KB Flash 8KB SRAM 2KB EEPROM; ADC DAC LCD,\sim\ARM\STM32L053x6.sim,No,,Cortex-M0+
STM32L053x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,07/05/2014,,STM32L053x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 8KB SRAM 2KB EEPROM; ADC DAC LCD,\sim\ARM\STM32L053x8.sim,No,,Cortex-M0+
STM32L062x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,01/10/2014,,STM32L062x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 8KB SRAM 2KB EEPROM; ADC DAC LCD,\sim\ARM\STM32L062x8.sim,No,,Cortex-M0+
STM32L063x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,01/10/2014,,STM32L063x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 8KB SRAM 2KB EEPROM; ADC DAC LCD,\sim\ARM\STM32L063x8.sim,No,,Cortex-M0+
STM32L072x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L072x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 20KB SRAM 3KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L072x8.sim,No,,Cortex-M0+
STM32L072xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L072xB,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 128KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L072xB.sim,No,,Cortex-M0+
STM32L072xZ ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L072xZ,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L072xZ.sim,No,,Cortex-M0+
STM32L073x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L073x8,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 64KB Flash 20KB SRAM 3KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L073x8.sim,No,,Cortex-M0+
STM32L073xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L073xB,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 128KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L073xB.sim,No,,Cortex-M0+
STM32L073xZ ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L073xZ,Cortex-M0+ ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD,\sim\ARM\STM32L073xZ.sim,No,,Cortex-M0+
STM32L081xZ ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L081xZ,Cortex-M0+ ARM-based 192-bit MCU;Ultralow power 20-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB LCD AES,\sim\ARM\STM32L081xZ.sim,No,,Cortex-M0+
STM32L081xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L081xB,Cortex-M0+ ARM-based 128-bit MCU;Ultralow power 20-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB LCD AES,\sim\ARM\STM32L081xB.sim,No,,Cortex-M0+
STM32L082xZ ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L081xZ,Cortex-M0+ ARM-based 192-bit MCU;Ultralow power 20-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD AES,\sim\ARM\STM32L082xZ.sim,No,,Cortex-M0+
STM32L082xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L0xx,14/10/2015,,STM32L081xB,Cortex-M0+ ARM-based 128-bit MCU;Ultralow power 20-bit MCU ARM-based Cortex-M0+; 192KB Flash 20KB SRAM 6KB EEPROM; ADC USB DAC LCD AES,\sim\ARM\STM32L082xB.sim,No,,Cortex-M0+
,,,,,,,,,,,,,,,,,,,
STM32L100x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,12/09/2013,,STM32L100x6,Cortex-M3 ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M3; 32KB Flash 4KB SRAM 2KB EEPROM; LCD USB ADC DAC,\sim\ARM\STM32L100x6.sim,No,,Cortex-M3
STM32L100x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,12/09/2013,,STM32L100x8,Cortex-M3 ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M3; 64KB Flash 8KB SRAM 2KB EEPROM; LCD USB ADC DAC,\sim\ARM\STM32L100x8.sim,No,,Cortex-M3
STM32L100xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,12/09/2013,,STM32L100xB,Cortex-M3 ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M3; 128KB Flash 10KB SRAM 2KB EEPROM; LCD USB ADC DAC,\sim\ARM\STM32L100xB.sim,No,,Cortex-M3
STM32L100xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,12/09/2013,,STM32L100xC,Cortex-M3 ARM-based 32-bit MCU;Ultralow power 32-bit MCU ARM-based Cortex-M3; 256KB Flash 16KB SRAM 4KB EEPROM; LCD USB ADC DAC,\sim\ARM\STM32L100xC.sim,No,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
STM32L151x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151x6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151x6.sim,No,,Cortex-M3
STM32L151x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151x8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151x8.sim,No,,Cortex-M3
STM32L151xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151xB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151xB.sim,No,,Cortex-M3
STM32L151xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,23/11/2011,,STM32L151xC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151xC.sim,No,,Cortex-M3
STM32L151xD ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,23/11/2011,,STM32L151xD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151xD.sim,No,,Cortex-M3
STM32L151xE ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,28/04/2014,,STM32L151xE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;80K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L151xE.sim,No,,Cortex-M3

STM32L152x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,27/11/2012,,STM32L152x6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;16K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152x6.sim,No,,Cortex-M3
STM32L152x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,27/11/2012,,STM32L152x8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;16K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152x8.sim,No,,Cortex-M3
STM32L152xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,27/11/2012,,STM32L152xB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152xB.sim,No,,Cortex-M3
STM32L152xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,23/11/2011,,STM32L152xC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152xC.sim,No,,Cortex-M3
STM32L152xD ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,23/11/2011,,STM32L152xD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152xD.sim,No,,Cortex-M3
STM32L152xE ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,28/04/2014,,STM32L152xE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;80K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L152xE.sim,No,,Cortex-M3

STM32L162xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,15/07/2015,,STM32L162xC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L162xC.sim,No,,Cortex-M3
STM32L162xD ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,23/11/2011,,STM32L162xD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L162xD.sim,No,,Cortex-M3
STM32L162xE ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,30/09/2014,,STM32L162xE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;80K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB 2.0 full-speed device/host/OTG controller - DAC - ADC;DMA,\sim\ARM\STM32L162xE.sim,No,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
STM32L151C6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151C6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;6 Timers - 2 SPI - 2 I2C - 3 USART - USB 2.0 full-speed device/host/OTG controller - 2 DAC - 1 ADC (16 channels);DMA - 37 IOs,\sim\ARM\STM32L151x6.sim,Yes,,Cortex-M3
STM32L151R6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151R6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;6 Timers - 2 SPI - 2 I2C - 3 USART - USB 2.0 full-speed device/host/OTG controller - 2 DAC - 1 ADC (20 channels);DMA - 51 IOs,\sim\ARM\STM32L151x6.sim,Yes,,Cortex-M3
STM32L151V6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151V6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;6 Timers - 2 SPI - 2 I2C - 3 USART - USB 2.0 full-speed device/host/OTG controller - 2 DAC - 1 ADC (24 channels);DMA - 80 IOs,\sim\ARM\STM32L151x6.sim,Yes,,Cortex-M3
STM32L151C8T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151C8T6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;6 Timers - 2 SPI - 2 I2C - 3 USART - USB 2.0 full-speed device/host/OTG controller - 2 DAC - 1 ADC (16 channels);DMA - 37 IOs,\sim\ARM\STM32L151x8.sim,Yes,,Cortex-M3
STM32L151R8T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32L1xx,21/05/2010,,STM32L151R8T6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;6 Timers - 2 SPI - 2 I2C - 3 USART - USB 2.0 full-speed device/host/OTG controller - 2 DAC - 1 ADC (20 channels);DMA - 51 IOs,\sim\ARM\STM32L151x8.sim,Yes,,Cortex-M3
